protokoll,hostname,port,path
https,atsl-ecosfe1a01,9012,/shop/lebensmittel/hac
https,atsl-ecosfe1a02,9012,/shop/lebensmittel/hac
https,atsl-ecosfe1a03,9012,/shop/lebensmittel/hac
https,atsl-ecosfe1a04,9012,/shop/lebensmittel/hac
https,atsl-ecosbe1a01,9012,/shop/lebensmittel/hac
https,atsl-ecosbe1a02,9012,/shop/lebensmittel/hac
