;Well;Fluor;Target;Content;Sample;Cq;SQ
;G01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;28,4843815;
;G02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,6116929;
;G03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,07979062;
;G04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;34,46205137;
;G05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;35,37285935;
;G06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,30545365;
;G07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;24,09613085;
;G08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;20,17350581;
;G09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;36,38385559;
;G10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;34,29934913;
;G11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;35,0928313;
;H01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;28,39269499;
;H02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,81875498;
;H03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,17460747;
;H04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;33,2950682;
;H05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;34,86609394;
;H06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,17671328;
;H07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;24,1191499;
;H08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;20,15083863;
;H09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;36,28569439;
;H10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;34,35961318;
;H11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;34,64941075;
