;Well;Fluor;Target;Content;Sample;Cq;SQ
;C12;FAM;Pum1;NTC;NT;;
;D01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- control;29,1698699;
;D02;FAM;Tbp;Unkn;Leiden Tlr 3 -/- control;31,32467644;
;D03;FAM;Pum1;Unkn;Leiden Tlr 3 -/- control;31,16060638;
;D04;FAM;Il6;Unkn;Leiden Tlr 3 -/- control;35,42510903;
;D05;FAM;Il8;Unkn;Leiden Tlr 3 -/- control;37,46252992;
;D06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- control;31,2383505;
;D07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- control;23,30935634;
;D08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- control;19,74973072;
;D09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- control;36,48175627;
;D10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- control;34,223502;
;D11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- control;34,84781109;
;D12;FAM;Il6;NTC;NT;;
;E01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;28,78365241;
;E02;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,03619383;
;E03;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,1361634;
;E04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;37,23255791;
;E05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;36,62163437;
;E06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,45952156;
;E07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;22,09010668;
;E08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;20,39657095;
;E09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;35,73430401;
;E10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;33,00425145;
;E11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;34,16178704;
;E12;FAM;Il8;NTC;NT;;
;F01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;28,88500654;
;F02;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,02215644;
;F03;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,14075691;
;F04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;35,92140718;
;F05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;37,87705752;
;F06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,39624703;
;F07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;22,1060712;
;F08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;20,29251124;
;F09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;35,87896269;
;F10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;33,09296493;
;F11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;33,63162243;
;F12;FAM;Runx2;NTC;NT;;
;G01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,22301805;
;G02;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,34369294;
;G03;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,99159887;
;G04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;37,30812317;
;G05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;37,93752735;
;G06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,14918556;
;G07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;23,10320434;
;G08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;20,20322925;
;G09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;36,05188011;
;G10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;33,62608038;
;G11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;33,76952006;
;G12;FAM;Sparc;NTC;NT;;
;H01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,20160909;
;H02;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,54542183;
;H03;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,26276769;
;H04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;37,02929814;
;H05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;36,95771988;
;H06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,17427282;
;H07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;23,16364149;
;H08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;20,20831875;
;H09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;36,70698189;
;H10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;34,0890702;
;H11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;34,51588969;
;H12;FAM;Spp1;NTC;NT;;
