;Well;Fluor;Target;Content;Sample;Cq;SQ
;G04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;37,02;
;G05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;35,23;
;G06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,24;
;G07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;23,76;
;G08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;22,66;
;G09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;34,60;
;G10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;34,25;
;G11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;35,40;
;G12;FAM;Sparc;NTC;NT;;
;H01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,39;
;H02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,56;
;H03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;32,06;
;H04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;35,20;
;H05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;36,03;
;H06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,37;
;H07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;23,84;
;H08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;22,63;
;H09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;34,97;
;H10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;34,59;
;H11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;35,09;
;H12;FAM;Spp1;NTC;NT;;
