;Well;Fluor;Target;Content;Sample;Cq;SQ
;E11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;32,84400324;
;E12;FAM;Il8;NTC;NT;;
;F01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;28,31009968;
;F02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;29,88321804;
;F03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,29569658;
;F04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;34,29911849;
;F05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;36,20689192;
;F06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;29,89914588;
;F07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;22,399446;
;F08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;20,96282839;
;F09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;35,04576131;
;F10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;35,63413877;
;F11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;32,68489782;
;F12;FAM;Runx2;NTC;NT;;
;G01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;28,29502525;
;G02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,06016455;
;G03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,25477963;
;G04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;33,88729528;
;G05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;35,45769934;
;G06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,63211289;
;G07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;22,29337037;
;G08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;20,35776846;
;G09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;35,4449851;
;G10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;35,65108835;
;G11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;32,51673159;
;G12;FAM;Sparc;NTC;NT;;
;H01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;28,36966458;
;H02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,0568708;
;H03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,31906532;
;H04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;33,55521909;
;H05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;35,22311104;
;H06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,71444642;
;H07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;22,36052131;
;H08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;20,46553112;
;H09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;34,76264587;
;H10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;35,23921606;
;H11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;32,37751354;
;H12;FAM;Spp1;NTC;NT;;
