;Well;Fluor;Target;Content;Sample;Cq;SQ
;D07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- control;31,33539675;
;D08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- control;31,86648706;
;D09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- control;30,38875813;
;D10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- control;;
;D11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- control;;
;D12;FAM;Col3a1;NTC;NT;;
;E01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,09812605;
;E02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,80993932;
;E03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;32,30136417;
;E04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;29,36817958;
;E05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;28,06046632;
;E06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;E07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,03105182;
;E08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,56696011;
;E09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,47824488;
;E10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;E11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;E12;FAM;Col1a1;NTC;NT;;
;F01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,24278517;
;F02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,97411371;
;F03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;32,17251492;
;F04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;29,2354586;
;F05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;28,03454237;
;F06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;F07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,1637586;
;F08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,46021411;
;F09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,36580964;
;F10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;F11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;F12;FAM;Tlr3 Ex 3-4;NTC;NT;;
;G01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,4322558;
;G02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;32,24228644;
;G03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;32,53950408;
;G04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,37621735;
;G05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;28,10183539;
;G06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;G07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;32,20560056;
;G08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;32,71860784;
;G09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,8374202;
;G10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;G11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;G12;FAM;Ddx58/Rig-I;NTC;NT;;
;H01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,36048582;
;H02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;32,47691944;
;H03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;32,71290974;
;H04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,41050026;
;H05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;28,16386456;
;H06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;H07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;32,55355911;
;H08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;33,09585359;
;H09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,94465721;
;H10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;H11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;H12;FAM;Ifih-1/Mda5;NTC;NT;;
